X,Y,Z,Prefab,Rotation,Projector,Filler
0.55338,0,-1.1436,C10,8,P1,NaN
0.31465,0,-0.97572,C10,92,P1,NaN
0.61446,0,-0.99749,C10,138,P1,NaN
0.92142,0,-1.3304,C10,208,P1,NaN
0.77785,0,-0.87743,C10,88,P1,NaN
0.57402,0,-1.6748,C10,319,P1,NaN
0.93869,0,-0.72482,O,236,P1,NaN
0.7837,0,-1.1976,O,291,P1,NaN
0.21307,0,-1.5102,O,129,P1,NaN
0.3258,0,-0.62107,O,72,P1,NaN
0.84495,0,-1.5526,O,151,P1,NaN
0.11241,0,-0.70203,O,244,P1,NaN
0.35911,0,0.5907,C10,55,P1,NaN
0.17877,0,0.064355,C10,233,P1,NaN
1.0111,0,0.11628,C10,190,P1,NaN
0.12133,0,0.3504,C10,252,P1,NaN
0.64378,0,0.38756,C10,297,P1,NaN
0.17421,0,0.61117,C10,209,P1,NaN
0.89482,0,-0.25392,O,86,P1,NaN
0.28535,0,-0.090997,O,154,P1,NaN
0.48466,0,-0.22244,O,356,P1,NaN
1.0176,0,-0.42685,O,51,P1,NaN
0.47607,0,0.10007,O,158,P1,NaN
0.13167,0,-0.20048,O,257,P1,NaN
0.79985,0,1.848,C10,11,P1,NaN
0.84243,0,1.5592,C10,270,P1,NaN
0.72797,0,1.0126,C10,157,P1,NaN
0.45636,0,1.0716,C10,295,P1,NaN
0.54205,0,1.3992,C10,288,P1,NaN
0.37551,0,1.8572,C10,165,P1,NaN
0.93053,0,0.87758,O,151,P1,NaN
1.0155,0,1.5055,O,333,P1,NaN
0.3456,0,1.3172,O,198,P1,NaN
0.22991,0,1.8091,O,34,P1,NaN
0.090133,0,1.9159,O,263,P1,NaN
0.21389,0,0.81766,O,124,P1,NaN
-1.0173,0,1.2567,C10,297,P1,NaN
-0.72768,0,0.79879,C10,144,P1,NaN
-0.68517,0,1.0656,C10,325,P1,NaN
-0.15863,0,1.6468,C10,175,P1,NaN
-0.52837,0,1.0815,C10,99,P1,NaN
-0.17091,0,1.2144,C10,239,P1,NaN
-0.63204,0,1.7761,O,223,P1,NaN
