X,Y,Z,Prefab,Rotation,Projector,Filler
-0.12079,0,0.97128,C10,233,P3,NaN
-1.0291,0,0.95805,C10,123,P3,NaN
-0.694,0,1.5487,C10,296,P3,NaN
-0.39929,0,1.2456,O,4,P3,NaN
-0.54885,0,0.59989,O,294,P3,NaN
-0.42371,0,0.83482,O,183,P3,NaN
-0.25152,0,0.84505,O,83,P3,NaN
-0.66095,0,1.3873,O,227,P3,NaN
-0.57612,0,1.1796,O,225,P3,NaN
-0.9239,0,0.715379999999999,O,154,P3,NaN
-0.11431,0,1.1388,O,6,P3,NaN
-0.93779,0,1.4254,O,235,P3,NaN
-0.37872,0,0.0653859999999998,C10,140,P3,NaN
-0.5779,0,-0.50041,C10,324,P3,NaN
-1.0274,0,0.37648,C10,283,P3,NaN
-0.39582,0,0.28525,O,315,P3,NaN
-0.96791,0,-0.57168,O,291,P3,NaN
-0.28318,0,-0.52973,O,104,P3,NaN
-0.98609,0,0.17114,O,86,P3,NaN
-0.072405,0,0.049083,O,346,P3,NaN
-0.41495,0,-0.18444,O,109,P3,NaN
-0.74305,0,-0.24123,O,7,P3,NaN
-0.41957,0,-0.59651,O,203,P3,NaN
-0.0907369999999999,0,-0.38341,O,137,P3,NaN
-0.776499999999999,0,-1.7778,C10,275,P3,NaN
-0.64085,0,-1.5709,C10,268,P3,NaN
-0.93898,0,-1.4437,C10,181,P3,NaN
-0.36611,0,-0.84555,O,71,P3,NaN
-0.48358,0,-1.6189,O,330,P3,NaN
-0.19883,0,-1.6337,O,116,P3,NaN
-0.59806,0,-1.9193,O,234,P3,NaN
-0.13072,0,-1.4442,O,203,P3,NaN
-0.71409,0,-1.0364,O,25,P3,NaN
-0.66057,0,-1.3844,O,307,P3,NaN
-0.43128,0,-1.4088,O,89,P3,NaN
-1.0042,0,-1.7433,O,146,P3,NaN
0.14688,0,-0.99227,C10,211,P3,NaN
0.75569,0,-1.7375,C10,346,P3,NaN
0.38063,0,-1.3677,C10,91,P3,NaN
0.35251,0,-1.0751,O,229,P3,NaN
0.9577,0,-0.94159,O,213,P3,NaN
0.94327,0,-1.5804,O,111,P3,NaN
0.875320000000001,0,-1.8453,O,106,P3,NaN
1.0297,0,-1.1705,O,31,P3,NaN
0.5567,0,-1.8686,O,96,P3,NaN
0.75779,0,-1.5319,O,12,P3,NaN
0.85832,0,-1.1372,O,68,P3,NaN
0.18342,0,-1.6375,O,12,P3,NaN
0.54081,0,-0.21328,C10,208,P3,NaN
0.79493,0,-0.25724,C10,87,P3,NaN
0.14617,0,0.35902,C10,81,P3,NaN
0.86767,0,0.3298,O,98,P3,NaN
0.37238,0,-0.49246,O,116,P3,NaN
0.19793,0,-0.14909,O,141,P3,NaN
0.36707,0,0.0618320000000001,O,200,P3,NaN
0.56505,0,-0.62818,O,191,P3,NaN
0.55927,0,0.19124,O,211,P3,NaN
0.13109,0,0.10452,O,87,P3,NaN
0.43012,0,0.30661,O,116,P3,NaN
0.55803,0,-0.0580679999999999,O,246,P3,NaN
0.67762,0,0.98841,C10,120,P3,NaN
0.62484,0,1.2318,C10,194,P3,NaN
0.10868,0,0.86011,C10,344,P3,NaN
0.2994,0,0.92719,O,314,P3,NaN
0.91738,0,0.83867,O,334,P3,NaN
