X,Y,Z,Prefab,Rotation,Projector,Filler
0.42895,0,-0.79312,C10,109,P1,NaN
0.42958,0,-1.3947,C10,124,P1,NaN
0.48597,0,-0.61194,C10,78,P1,NaN
0.13169,0,-0.80482,C10,355,P1,NaN
0.089148,0,-1.2413,C10,111,P1,NaN
0.91809,0,-1.0926,C10,254,P1,NaN
0.86643,0,-0.60558,C10,163,P1,NaN
0.9102,0,-1.4895,C10,339,P1,NaN
0.44157,0,-1.5738,C10,137,P1,NaN
0.81178,0,-1.6364,O,321,P1,NaN
0.60048,0,-1.2626,O,88,P1,NaN
0.70536,0,-0.86194,O,35,P1,NaN
0.96709,0,0.50479,C10,77,P1,NaN
0.86094,0,0.06603,C10,167,P1,NaN
0.35765,0,-0.36241,C10,292,P1,NaN
0.74223,0,0.44819,C10,231,P1,NaN
0.19979,0,-0.35723,C10,202,P1,NaN
0.65882,0,-0.39755,C10,245,P1,NaN
1.0033,0,-0.058097,C10,118,P1,NaN
0.49752,0,0.15699,C10,164,P1,NaN
0.55227,0,0.54865,C10,240,P1,NaN
0.80518,0,0.28221,O,117,P1,NaN
1.0103,0,-0.31591,O,133,P1,NaN
0.2376,0,0.53455,O,250,P1,NaN
0.32851,0,0.88027,C10,141,P1,NaN
0.38553,0,1.0365,C10,154,P1,NaN
0.53096,0,1.5411,C10,80,P1,NaN
0.86789,0,1.0353,C10,271,P1,NaN
0.28695,0,1.5419,C10,279,P1,NaN
0.92653,0,1.6323,C10,157,P1,NaN
0.61398,0,1.8503,C10,26,P1,NaN
0.12781,0,0.83679,C10,240,P1,NaN
0.71227,0,1.4373,C10,156,P1,NaN
0.81825,0,1.816,O,335,P1,NaN
0.67851,0,0.99286,O,269,P1,NaN
0.50113,0,1.7181,O,130,P1,NaN
-1.0024,0,1.7079,C10,136,P1,NaN
-0.66185,0,0.83644,C10,56,P1,NaN
-0.72306,0,1.1424,C10,240,P1,NaN
-0.17937,0,1.0566,C10,65,P1,NaN
-0.99056,0,1.3457,C10,318,P1,NaN
-0.41213,0,1.5986,C10,5,P1,NaN
-0.39467,0,1.8713,C10,21,P1,NaN
-0.49142,0,1.4571,C10,278,P1,NaN
-0.36672,0,0.80243,C10,17,P1,NaN
-0.55044,0,1.1313,O,316,P1,NaN
-0.42867,0,1.2511,O,277,P1,NaN
-0.96816,0,1.5319,O,36,P1,NaN
-0.56024,0,0.24373,C10,161,P1,NaN
-1.0245,0,-0.44992,C10,210,P1,NaN
-0.26172,0,0.085429,C10,219,P1,NaN
-0.80537,0,0.33236,C10,75,P1,NaN
-0.18328,0,-0.13064,C10,56,P1,NaN
-0.43126,0,-0.39146,C10,183,P1,NaN
-0.11555,0,-0.2845,C10,175,P1,NaN
-0.18798,0,0.28459,C10,45,P1,NaN
-0.81024,0,0.092676,C10,108,P1,NaN
-0.90306,0,0.62932,O,50,P1,NaN
-0.2628,0,0.62714,O,19,P1,NaN
-0.097199,0,0.13279,O,139,P1,NaN
-0.54201,0,-1.4254,C10,267,P1,NaN
-0.55315,0,-1.1753,C10,237,P1,NaN
-0.36315,0,-1.3599,C10,345,P1,NaN
-0.83689,0,-0.94542,C10,182,P1,NaN
-0.26125,0,-1.6699,C10,229,P1,NaN
-0.81868,0,-1.5427,C10,125,P1,NaN
-0.51882,0,-1.6924,C10,89,P1,NaN
-1.027,0,-0.91632,C10,343,P1,NaN
-0.81515,0,-1.2993,C10,60,P1,NaN
-0.68,0,-0.67865,O,190,P1,NaN
-0.93075,0,-0.72924,O,359,P1,NaN
-1.0039,0,-1.6966,O,328,P1,NaN
0.46871,0,-1.6934,C10,235,P2,NaN
0.19693,0,-1.4031,C10,48,P2,NaN
0.71781,0,-1.5277,C10,261,P2,NaN
0.94185,0,-1.7636,C10,228,P2,NaN
0.17985,0,-0.86036,C10,288,P2,NaN
0.50478,0,-1.0826,C10,270,P2,NaN
0.3608,0,-1.312,C10,13,P2,NaN
0.56653,0,-1.4878,C10,182,P2,NaN
0.22234,0,-1.6813,C10,136,P2,NaN
0.22384,0,-1.1087,O,322,P2,NaN
0.64884,0,-1.0164,O,66,P2,NaN
0.76859,0,-1.7843,O,42,P2,NaN
0.56605,0,0.024878,C10,145,P2,NaN
0.51609,0,-0.55031,C10,246,P2,NaN
0.30786,0,-0.0020307,C10,271,P2,NaN
0.96481,0,0.39281,C10,259,P2,NaN
0.70188,0,0.56456,C10,264,P2,NaN
0.54062,0,-0.29588,C10,114,P2,NaN
0.1248,0,0.15671,C10,242,P2,NaN
0.25462,0,-0.47985,C10,42,P2,NaN
0.80982,0,-0.3017,C10,342,P2,NaN
0.11777,0,-0.57885,O,173,P2,NaN
0.19983,0,0.36655,O,215,P2,NaN
0.2668,0,-0.20875,O,217,P2,NaN
0.24585,0,0.92607,C10,143,P2,NaN
0.60782,0,1.8309,C10,31,P2,NaN
0.88191,0,1.6175,C10,95,P2,NaN
0.093421,0,1.2741,C10,96,P2,NaN
0.27141,0,1.0968,C10,182,P2,NaN
0.42475,0,1.7253,C10,77,P2,NaN
0.59644,0,1.0953,C10,128,P2,NaN
0.44304,0,1.036,C10,71,P2,NaN
0.48237,0,1.5381,C10,184,P2,NaN
0.36946,0,1.4089,O,248,P2,NaN
0.68639,0,1.2763,O,163,P2,NaN
0.31927,0,1.6151,O,348,P2,NaN
-0.091079,0,0.93154,C10,275,P2,NaN
-0.71697,0,1.6475,C10,5,P2,NaN
-0.8319,0,1.1063,C10,325,P2,NaN
-0.84127,0,1.5099,C10,186,P2,NaN
-0.41949,0,1.0417,C10,226,P2,NaN
-0.95254,0,0.8383,C10,260,P2,NaN
-0.57382,0,1.4348,C10,9,P2,NaN
-0.42836,0,1.5893,C10,242,P2,NaN
-0.92376,0,1.2882,C10,275,P2,NaN
-0.16095,0,1.667,O,46,P2,NaN
-0.14218,0,1.1245,O,247,P2,NaN
-0.20663,0,1.3767,O,256,P2,NaN
-0.18922,0,-0.46301,C10,262,P2,NaN
-0.60476,0,0.26623,C10,300,P2,NaN
-0.88083,0,-0.33986,C10,217,P2,NaN
-0.49681,0,0.075366,C10,352,P2,NaN
-0.082601,0,0.24671,C10,326,P2,NaN
-0.31353,0,-0.017848,C10,22,P2,NaN
-0.078527,0,0.038376,C10,272,P2,NaN
-0.11954,0,0.47989,C10,182,P2,NaN
-0.36122,0,-0.39761,C10,66,P2,NaN
-0.46921,0,-0.1018,O,8,P2,NaN
-1.0131,0,0.56669,O,351,P2,NaN
-0.89502,0,0.14129,O,24,P2,NaN
-0.95176,0,-0.94778,C10,247,P2,NaN
-0.78336,0,-1.4974,C10,330,P2,NaN
-0.76852,0,-1.7942,C10,264,P2,NaN
-0.64768,0,-1.2885,C10,303,P2,NaN
-0.90631,0,-1.8747,C10,289,P2,NaN
-0.76621,0,-0.81462,C10,39,P2,NaN
-0.09064,0,-1.0077,C10,258,P2,NaN
-0.50155,0,-1.7422,C10,352,P2,NaN
-0.35088,0,-1.0682,C10,33,P2,NaN
-0.55838,0,-1.5993,O,299,P2,NaN
-0.86948,0,-1.1234,O,101,P2,NaN
-0.26282,0,-1.3297,O,18,P2,NaN
0.68803,0,-1.7428,C10,196,P3,NaN
0.41419,0,-1.0374,C10,287,P3,NaN
0.43959,0,-1.4136,C10,195,P3,NaN
0.9742,0,-0.91286,C10,76,P3,NaN
0.23335,0,-0.8545,C10,108,P3,NaN
0.35445,0,-1.8347,C10,215,P3,NaN
0.82342,0,-1.0753,C10,244,P3,NaN
0.16477,0,-1.1199,C10,215,P3,NaN
0.94787,0,-1.4466,C10,114,P3,NaN
0.18548,0,-1.4462,O,317,P3,NaN
0.61812,0,-1.1979,O,349,P3,NaN
0.88507,0,-1.9216,O,332,P3,NaN
0.17412,0,0.18532,C10,127,P3,NaN
0.4128,0,0.34005,C10,46,P3,NaN
0.82877,0,-0.49343,C10,87,P3,NaN
0.36463,0,-0.062167,C10,174,P3,NaN
0.77299,0,-0.19625,C10,331,P3,NaN
0.38866,0,-0.23635,C10,100,P3,NaN
0.43124,0,-0.47738,C10,229,P3,NaN
0.58142,0,0.30165,C10,213,P3,NaN
0.99868,0,0.34538,C10,157,P3,NaN
0.45512,0,-0.64218,O,300,P3,NaN
0.99192,0,-0.51892,O,43,P3,NaN
0.81146,0,0.12345,O,168,P3,NaN
0.35133,0,1.3448,C10,118,P3,NaN
0.41842,0,1.6826,C10,72,P3,NaN
0.63892,0,0.801,C10,292,P3,NaN
0.30636,0,1.1467,C10,303,P3,NaN
0.19689,0,1.6248,C10,269,P3,NaN
0.46941,0,0.94481,C10,285,P3,NaN
0.99732,0,1.0535,C10,336,P3,NaN
0.79633,0,0.8061,C10,289,P3,NaN
0.61595,0,1.6638,C10,262,P3,NaN
0.12909,0,0.68618,O,227,P3,NaN
0.51123,0,1.1146,O,11,P3,NaN
0.73551,0,0.9735,O,141,P3,NaN
-0.91823,0,1.3032,C10,59,P3,NaN
-0.61564,0,0.6612,C10,107,P3,NaN
-0.92749,0,1.6467,C10,242,P3,NaN
-0.37565,0,0.62127,C10,317,P3,NaN
-0.79711,0,1.4241,C10,26,P3,NaN
-0.46004,0,1.5898,C10,49,P3,NaN
-0.63231,0,1.2596,C10,200,P3,NaN
-0.70001,0,1.5588,C10,324,P3,NaN
-0.24071,0,1.5808,C10,4,P3,NaN
-0.39534,0,0.8132,O,178,P3,NaN
-0.1553,0,1.2303,O,165,P3,NaN
-0.57685,0,1.4178,O,308,P3,NaN
-0.11241,0,0.3823,C10,233,P3,NaN
-0.53769,0,0.091982,C10,111,P3,NaN
-0.8161,0,0.23987,C10,21,P3,NaN
-0.34052,0,0.33313,C10,45,P3,NaN
-0.19071,0,-0.029313,C10,339,P3,NaN
-0.90723,0,-0.22373,C10,314,P3,NaN
-0.7116,0,-0.54509,C10,152,P3,NaN
-0.94881,0,0.45841,C10,14,P3,NaN
-0.83831,0,-0.64587,C10,281,P3,NaN
-0.57862,0,0.24587,O,116,P3,NaN
-0.75559,0,-0.31111,O,228,P3,NaN
-0.42788,0,-0.51613,O,256,P3,NaN
-0.38075,0,-1.4079,C10,321,P3,NaN
-0.86332,0,-1.1267,C10,156,P3,NaN
-0.63088,0,-1.3193,C10,347,P3,NaN
-0.57868,0,-1.8169,C10,197,P3,NaN
-0.3378,0,-1.7338,C10,247,P3,NaN
-0.14784,0,-0.8171,C10,184,P3,NaN
-0.21551,0,-1.4287,C10,22,P3,NaN
-0.85462,0,-1.3231,C10,116,P3,NaN
-0.36555,0,-0.81499,C10,123,P3,NaN
-0.24511,0,-1.2766,O,206,P3,NaN
-0.80565,0,-1.641,O,80,P3,NaN
-0.99747,0,-0.9184,O,186,P3,NaN
