X,Y,Z,Prefab,Rotation,Projector,Filler
0.9047,0,-1.0592,C80,235,P1,NaN
0.38005,0,-1.2296,C80,144,P1,NaN
0.87611,0,-0.87267,C80,150,P1,NaN
0.7099,0,-1.0721,C80,55,P1,NaN
0.18638,0,-1.2101,C80,9,P1,NaN
0.59901,0,-1.1825,C80,30,P1,NaN
0.43674,0,-1.3845,C80,57,P1,NaN
0.29234,0,-1.7134,C80,352,P1,NaN
0.797,0,-1.515,C80,61,P1,NaN
0.36901,0,-0.8281,O,263,P1,NaN
0.97147,0,-1.2104,O,80,P1,NaN
0.10042,0,-0.91669,O,93,P1,NaN
0.96168,0,0.4759,C80,180,P1,NaN
0.49686,0,-0.42037,C80,2,P1,NaN
0.1396,0,0.44934,C80,16,P1,NaN
0.26938,0,-0.086383,C80,211,P1,NaN
0.79768,0,0.53078,C80,317,P1,NaN
0.53016,0,-0.14409,C80,75,P1,NaN
0.38393,0,0.37943,C80,348,P1,NaN
0.88777,0,-0.12902,C80,187,P1,NaN
0.43151,0,0.17115,C80,237,P1,NaN
0.99983,0,0.26871,O,72,P1,NaN
0.19139,0,-0.27085,O,34,P1,NaN
0.89851,0,-0.40779,O,163,P1,NaN
0.53798,0,0.86562,C80,108,P1,NaN
0.75962,0,1.5109,C80,195,P1,NaN
0.75471,0,1.1936,C80,224,P1,NaN
0.25112,0,1.3942,C80,106,P1,NaN
0.68923,0,0.93233,C80,119,P1,NaN
0.59866,0,1.7671,C80,1,P1,NaN
0.13398,0,1.8342,C80,32,P1,NaN
0.90026,0,1.8817,C80,344,P1,NaN
0.39222,0,0.82412,C80,68,P1,NaN
0.8946,0,1.4191,O,251,P1,NaN
0.46366,0,1.2605,O,243,P1,NaN
0.38153,0,1.5382,O,139,P1,NaN
-0.60462,0,0.96733,C80,278,P1,NaN
-0.22455,0,1.8965,C80,93,P1,NaN
-0.76965,0,1.1004,C80,76,P1,NaN
-0.36448,0,1.3949,C80,284,P1,NaN
-0.44946,0,1.2699,C80,310,P1,NaN
-0.21707,0,1.4748,C80,108,P1,NaN
-0.83096,0,1.763,C80,297,P1,NaN
-0.19805,0,0.95182,C80,181,P1,NaN
-0.29721,0,1.6696,C80,121,P1,NaN
-0.72634,0,1.4667,O,53,P1,NaN
-0.6619,0,1.788,O,95,P1,NaN
-1.0033,0,1.7681,O,234,P1,NaN
-0.94184,0,0.17406,C80,29,P1,NaN
-0.29424,0,-0.075307,C80,292,P1,NaN
-0.96453,0,0.53189,C80,211,P1,NaN
-1.0045,0,-0.089912,C80,270,P1,NaN
-0.83164,0,-0.147,C80,235,P1,NaN
-0.46259,0,0.42059,C80,350,P1,NaN
-0.78146,0,0.55417,C80,352,P1,NaN
-0.7923,0,0.048053,C80,253,P1,NaN
-0.49629,0,0.20012,C80,44,P1,NaN
-0.089734,0,-0.30101,O,294,P1,NaN
-0.92731,0,0.36699,O,264,P1,NaN
-0.52374,0,-0.35966,O,336,P1,NaN
-0.56938,0,-1.3593,C80,36,P1,NaN
-0.092931,0,-1.6045,C80,275,P1,NaN
-0.17822,0,-0.85861,C80,138,P1,NaN
-0.2534,0,-1.4764,C80,177,P1,NaN
-1.0193,0,-1.279,C80,203,P1,NaN
-0.86581,0,-1.5395,C80,42,P1,NaN
-0.66611,0,-1.1985,C80,33,P1,NaN
-0.39351,0,-0.94734,C80,198,P1,NaN
-0.69518,0,-1.4683,C80,35,P1,NaN
-0.93231,0,-0.88806,O,54,P1,NaN
-0.65644,0,-0.80494,O,323,P1,NaN
-0.50502,0,-0.83187,O,95,P1,NaN
0.6242,0,-0.92235,C80,307,P2,NaN
0.41138,0,-0.97283,C80,14,P2,NaN
0.89247,0,-1.842,C80,192,P2,NaN
0.44992,0,-1.486,C80,262,P2,NaN
0.977,0,-0.98478,C80,3,P2,NaN
0.70351,0,-1.7341,C80,282,P2,NaN
0.48365,0,-1.7915,C80,150,P2,NaN
0.32031,0,-1.8077,C80,69,P2,NaN
0.076983,0,-1.0908,C80,241,P2,NaN
0.65199,0,-1.3761,O,338,P2,NaN
0.45418,0,-1.1526,O,108,P2,NaN
0.51467,0,-1.6315,O,328,P2,NaN
0.3291,0,0.21636,C80,134,P2,NaN
0.97768,0,0.22568,C80,192,P2,NaN
0.33124,0,-0.056798,C80,222,P2,NaN
0.47273,0,0.33525,C80,154,P2,NaN
0.92179,0,-0.29365,C80,47,P2,NaN
0.34312,0,-0.42266,C80,236,P2,NaN
0.17145,0,-0.55869,C80,278,P2,NaN
0.73866,0,0.16751,C80,189,P2,NaN
0.90103,0,0.57038,C80,223,P2,NaN
0.74255,0,-0.53549,O,115,P2,NaN
0.18281,0,-0.030553,O,214,P2,NaN
0.85029,0,0.34197,O,315,P2,NaN
0.38007,0,1.4549,C80,331,P2,NaN
0.20236,0,1.3047,C80,106,P2,NaN
0.6475,0,1.186,C80,212,P2,NaN
0.13053,0,1.7287,C80,150,P2,NaN
0.7733,0,1.5175,C80,205,P2,NaN
0.9586,0,0.8506,C80,275,P2,NaN
0.15747,0,0.812,C80,215,P2,NaN
