X,Y,Z,Prefab,Rotation,Projector,Filler
0.59823,0,-0.83747,C10,310,P1,NaN
0.41019,0,-0.75674,C10,304,P1,NaN
0.78354,0,-1.2169,C10,144,P1,NaN
0.51287,0,-1.2092,O,17,P1,NaN
0.076537,0,-1.623,O,78,P1,NaN
0.24606,0,-0.9595,O,190,P1,NaN
0.20876,0,-0.65682,O,295,P1,NaN
0.81264,0,-0.94007,O,267,P1,NaN
0.78078,0,-0.76374,O,80,P1,NaN
0.76,0,-1.3945,O,220,P1,NaN
0.37013,0,-1.6035,O,293,P1,NaN
0.23271,0,-1.481,O,31,P1,NaN
0.8292,0,0.60246,C10,276,P1,NaN
0.23529,0,0.03786,C10,84,P1,NaN
0.94564,0,0.073809,C10,24,P1,NaN
0.41929,0,-0.021456,O,32,P1,NaN
0.62075,0,-0.27645,O,104,P1,NaN
0.12691,0,-0.073904,O,79,P1,NaN
0.6547,0,-0.4394,O,54,P1,NaN
0.22912,0,0.65998,O,208,P1,NaN
0.88422,0,0.28986,O,65,P1,NaN
0.94415,0,-0.28639,O,1,P1,NaN
0.39001,0,0.53311,O,1,P1,NaN
0.60038,0,0.53318,O,180,P1,NaN
0.74884,0,1.7111,C10,103,P1,NaN
0.13845,0,1.2742,C10,188,P1,NaN
0.45749,0,0.92783,C10,337,P1,NaN
0.34549,0,0.82065,O,107,P1,NaN
0.60276,0,1.5578,O,43,P1,NaN
0.85674,0,1.593,O,277,P1,NaN
0.92817,0,0.80301,O,216,P1,NaN
0.10731,0,1.7412,O,177,P1,NaN
0.11382,0,0.95229,O,138,P1,NaN
0.60716,0,1.1863,O,100,P1,NaN
0.83837,0,1.9035,O,95,P1,NaN
0.18097,0,1.1271,O,267,P1,NaN
-0.073145,0,1.0268,C10,324,P1,NaN
-0.32388,0,1.4947,C10,328,P1,NaN
-0.39753,0,1.7768,C10,168,P1,NaN
-0.2931,0,0.81849,O,271,P1,NaN
-0.49137,0,1.6147,O,221,P1,NaN
-0.94717,0,1.898,O,223,P1,NaN
-0.58363,0,1.8307,O,219,P1,NaN
-0.75195,0,1.5172,O,125,P1,NaN
-0.50498,0,1.1806,O,198,P1,NaN
-0.54212,0,1.4453,O,48,P1,NaN
-0.78493,0,1.1249,O,277,P1,NaN
-0.18677,0,1.3018,O,236,P1,NaN
-0.98161,0,0.62894,C10,197,P1,NaN
-0.81368,0,0.18057,C10,290,P1,NaN
-0.46299,0,-0.22471,C10,42,P1,NaN
-0.3751,0,0.13846,O,47,P1,NaN
-0.33615,0,0.41145,O,283,P1,NaN
-0.093639,0,-0.084102,O,310,P1,NaN
-0.77993,0,0.6045,O,53,P1,NaN
-0.96303,0,0.25888,O,236,P1,NaN
-0.90967,0,0.054889,O,187,P1,NaN
-0.18067,0,-0.40759,O,2,P1,NaN
-0.13293,0,0.34465,O,251,P1,NaN
-0.61695,0,0.013916,O,276,P1,NaN
-0.38542,0,-1.0264,C10,182,P1,NaN
-0.75549,0,-1.3919,C10,328,P1,NaN
-0.66599,0,-1.6845,C10,55,P1,NaN
-0.9068,0,-0.93471,O,80,P1,NaN
-0.94381,0,-1.6394,O,4,P1,NaN
-0.38991,0,-1.3428,O,292,P1,NaN
-0.088497,0,-1.3089,O,337,P1,NaN
-0.69136,0,-1.1469,O,31,P1,NaN
-0.093738,0,-0.60095,O,234,P1,NaN
-0.18652,0,-0.86332,O,38,P1,NaN
-0.69317,0,-0.6535,O,229,P1,NaN
-0.07165,0,-1.0116,O,106,P1,NaN
0.99946,0,-1.0378,C10,319,P2,NaN
0.88707,0,-1.804,C10,126,P2,NaN
0.6943,0,-1.7488,C10,265,P2,NaN
0.2158,0,-1.4142,O,360,P2,NaN
0.1335,0,-1.5622,O,35,P2,NaN
0.6626,0,-0.90748,O,162,P2,NaN
0.30442,0,-1.2666,O,100,P2,NaN
0.89989,0,-1.5714,O,259,P2,NaN
0.28083,0,-0.86857,O,34,P2,NaN
0.52996,0,-1.4187,O,21,P2,NaN
0.70748,0,-1.1713,O,264,P2,NaN
0.48137,0,-1.1428,O,86,P2,NaN
0.82406,0,-0.36758,C10,89,P2,NaN
0.99802,0,0.029877,C10,254,P2,NaN
0.46848,0,-0.19682,C10,85,P2,NaN
0.21202,0,-0.57523,O,218,P2,NaN
0.15267,0,-0.049107,O,34,P2,NaN
0.54345,0,-0.42903,O,325,P2,NaN
0.38548,0,-0.564,O,183,P2,NaN
0.55494,0,0.18297,O,226,P2,NaN
0.40183,0,0.38633,O,243,P2,NaN
0.29653,0,-0.12682,O,102,P2,NaN
0.74925,0,0.56061,O,128,P2,NaN
0.82386,0,-0.12071,O,50,P2,NaN
0.71621,0,0.98382,C10,196,P2,NaN
0.69237,0,1.1807,C10,84,P2,NaN
0.4534,0,0.7937,C10,191,P2,NaN
0.90598,0,1.7542,O,349,P2,NaN
0.41144,0,1.185,O,3,P2,NaN
0.81286,0,1.6111,O,166,P2,NaN
0.13991,0,1.3411,O,266,P2,NaN
0.91649,0,1.269,O,321,P2,NaN
0.98381,0,1.5539,O,321,P2,NaN
0.25112,0,1.8593,O,227,P2,NaN
0.95788,0,0.7232,O,240,P2,NaN
0.10054,0,0.92376,O,274,P2,NaN
-0.13598,0,1.2512,C10,231,P2,NaN
-0.70185,0,0.92148,C10,174,P2,NaN
-0.11799,0,0.90829,C10,61,P2,NaN
-0.43151,0,1.0756,O,201,P2,NaN
-0.95974,0,0.9897,O,235,P2,NaN
-0.76663,0,1.8033,O,56,P2,NaN
-0.52033,0,0.74369,O,296,P2,NaN
-0.27823,0,1.0404,O,171,P2,NaN
-0.5386,0,1.1962,O,20,P2,NaN
-0.96656,0,1.3076,O,34,P2,NaN
-0.50362,0,1.5975,O,92,P2,NaN
-0.35022,0,1.8049,O,59,P2,NaN
-0.32279,0,-0.51628,C10,157,P2,NaN
-0.77336,0,-0.54421,C10,4,P2,NaN
-0.89578,0,0.25489,C10,37,P2,NaN
-0.32946,0,0.55302,O,295,P2,NaN
-0.51348,0,0.28078,O,142,P2,NaN
-0.15767,0,0.33596,O,39,P2,NaN
-0.71991,0,0.21064,O,344,P2,NaN
-0.26427,0,-0.052443,O,4,P2,NaN
-0.5513,0,0.085407,O,177,P2,NaN
-0.4922,0,0.44621,O,63,P2,NaN
-0.51179,0,-0.34614,O,332,P2,NaN
-0.8807,0,0.03997,O,15,P2,NaN
-0.9896,0,-1.4755,C10,298,P2,NaN
-0.093893,0,-1.1379,C10,276,P2,NaN
-0.2859,0,-1.2987,C10,100,P2,NaN
-0.60111,0,-1.7355,O,305,P2,NaN
-0.57379,0,-1.2405,O,232,P2,NaN
-0.47249,0,-1.5413,O,261,P2,NaN
-0.93957,0,-0.96053,O,141,P2,NaN
-0.39543,0,-0.99121,O,86,P2,NaN
-0.77565,0,-0.8115,O,330,P2,NaN
-0.074357,0,-1.3557,O,157,P2,NaN
-0.2357,0,-0.82015,O,250,P2,NaN
-0.81004,0,-1.6201,O,24,P2,NaN
0.11027,0,-1.289,C10,310,P3,NaN
0.20732,0,-1.0471,C10,322,P3,NaN
0.40956,0,-1.6887,C10,348,P3,NaN
0.62973,0,-1.5528,O,283,P3,NaN
0.9953,0,-1.5018,O,69,P3,NaN
0.47467,0,-0.83502,O,65,P3,NaN
0.84771,0,-1.6993,O,106,P3,NaN
0.18747,0,-1.6328,O,111,P3,NaN
0.86234,0,-1.1191,O,5,P3,NaN
0.64086,0,-0.83599,O,319,P3,NaN
0.99689,0,-1.2061,O,283,P3,NaN
0.8863,0,-1.8655,O,137,P3,NaN
0.97831,0,0.33058,C10,230,P3,NaN
0.43452,0,0.37668,C10,291,P3,NaN
0.62308,0,0.31819,C10,24,P3,NaN
1.0232,0,-0.45166,O,314,P3,NaN
0.090193,0,0.34188,O,342,P3,NaN
0.8704,0,-0.18652,O,48,P3,NaN
0.47315,0,0.07019,O,220,P3,NaN
0.13533,0,0.18178,O,53,P3,NaN
0.42455,0,-0.57297,O,328,P3,NaN
0.6589,0,-0.14232,O,239,P3,NaN
1.0072,0,-0.63339,O,32,P3,NaN
0.6279,0,0.045353,O,27,P3,NaN
0.72101,0,0.73858,C10,325,P3,NaN
0.57731,0,1.2159,C10,72,P3,NaN
0.28814,0,1.391,C10,80,P3,NaN
0.5518,0,1.5521,O,245,P3,NaN
0.18558,0,1.658,O,193,P3,NaN
0.95924,0,1.4078,O,150,P3,NaN
0.81583,0,1.105,O,29,P3,NaN
0.3596,0,0.86708,O,175,P3,NaN
0.1479,0,0.85772,O,136,P3,NaN
0.99836,0,1.5889,O,92,P3,NaN
1.0143,0,1.0062,O,248,P3,NaN
0.15059,0,0.69155,O,56,P3,NaN
-0.35187,0,1.6653,C10,333,P3,NaN
-0.5702,0,1.3527,C10,224,P3,NaN
-0.32984,0,0.75488,C10,285,P3,NaN
-0.2306,0,0.6095,O,24,P3,NaN
-0.8913,0,1.6012,O,58,P3,NaN
-1.0028,0,0.71961,O,332,P3,NaN
-0.20059,0,0.85818,O,273,P3,NaN
-0.5484,0,1.6205,O,101,P3,NaN
-0.93751,0,0.95344,O,330,P3,NaN
-0.21829,0,1.4953,O,12,P3,NaN
-0.94574,0,1.293,O,196,P3,NaN
-0.75555,0,0.95167,O,271,P3,NaN
-0.11436,0,-0.16416,C10,176,P3,NaN
