X,Y,Z,Prefab,Rotation,Projector,Filler
-0.970000000000001,0,1.6466,C80,29,P3,NaN
-0.95499,0,1.3851,C80,26,P3,NaN
-0.50305,0,1.4735,C80,338,P3,NaN
-0.70079,0,1.3135,C80,277,P3,NaN
-0.12758,0,1.4081,C80,70,P3,NaN
-0.32199,0,1.3075,C80,172,P3,NaN
-0.19778,0,0.84266,O,146,P3,NaN
-0.59648,0,0.73336,O,63,P3,NaN
-0.863300000000001,0,0.898459999999999,O,32,P3,NaN
-0.842800000000001,0,1.2489,O,332,P3,NaN
-0.68656,0,1.6914,O,14,P3,NaN
-0.80256,0,1.5083,O,316,P3,NaN
-0.11499,0,0.22107,C80,223,P3,NaN
-0.48966,0,0.26187,C80,170,P3,NaN
-0.48919,0,-0.32696,C80,93,P3,NaN
-0.53652,0,0.0883609999999999,C80,23,P3,NaN
-0.1217,0,0.45063,C80,151,P3,NaN
-0.80821,0,0.0606880000000001,C80,236,P3,NaN
-0.63057,0,-0.22875,O,303,P3,NaN
-0.99702,0,-0.18591,O,353,P3,NaN
-0.8144,0,0.29699,O,278,P3,NaN
-0.18352,0,-0.31349,O,135,P3,NaN
-0.66198,0,0.31266,O,335,P3,NaN
-0.63507,0,-0.43387,O,91,P3,NaN
-0.24364,0,-1.4329,C80,141,P3,NaN
-0.99616,0,-1.373,C80,265,P3,NaN
-0.60218,0,-1.4132,C80,110,P3,NaN
-0.32876,0,-1.0152,C80,167,P3,NaN
-0.16888,0,-1.8436,C80,239,P3,NaN
-0.30417,0,-1.6355,C80,54,P3,NaN
-0.32413,0,-1.2603,O,42,P3,NaN
-0.14429,0,-1.0321,O,259,P3,NaN
-0.5712,0,-1.8564,O,176,P3,NaN
-0.47024,0,-1.1126,O,69,P3,NaN
-0.60145,0,-1.2539,O,49,P3,NaN
-0.83062,0,-1.1018,O,334,P3,NaN
0.3766,0,-0.83291,C80,123,P3,NaN
0.0778829999999999,0,-1.7795,C80,165,P3,NaN
0.40535,0,-1.6942,C80,165,P3,NaN
0.7541,0,-1.3995,C80,358,P3,NaN
0.67364,0,-1.8265,C80,100,P3,NaN
0.81618,0,-1.117,C80,307,P3,NaN
0.1677,0,-0.85683,O,142,P3,NaN
0.3443,0,-1.0215,O,49,P3,NaN
0.81023,0,-1.6205,O,31,P3,NaN
0.2984,0,-1.5721,O,85,P3,NaN
1.0005,0,-1.1879,O,306,P3,NaN
0.5692,0,-0.83639,O,123,P3,NaN
0.18822,0,0.43591,C80,205,P3,NaN
0.24346,0,-0.30084,C80,232,P3,NaN
0.59127,0,0.24239,C80,323,P3,NaN
0.81028,0,-0.0425399999999999,C80,205,P3,NaN
0.46884,0,0.33818,C80,97,P3,NaN
0.5235,0,-0.40711,C80,326,P3,NaN
0.38289,0,-0.55248,O,358,P3,NaN
0.20496,0,0.096204,O,336,P3,NaN
0.72525,0,-0.2214,O,65,P3,NaN
0.20185,0,-0.10962,O,234,P3,NaN
0.8853,0,-0.49274,O,43,P3,NaN
0.46657,0,0.0728010000000001,O,53,P3,NaN
0.90722,0,1.392,C80,154,P3,NaN
0.85561,0,1.7211,C80,204,P3,NaN
0.25324,0,0.89179,C80,162,P3,NaN
0.16496,0,1.1218,C80,198,P3,NaN
0.37175,0,1.3912,C80,242,P3,NaN
0.40377,0,1.5819,C80,12,P3,NaN
0.11156,0,1.4158,O,231,P3,NaN
0.47062,0,1.2554,O,273,P3,NaN
0.7538,0,0.93303,O,141,P3,NaN
0.20279,0,1.5719,O,80,P3,NaN
0.87697,0,1.1119,O,324,P3,NaN
0.63272,0,1.1055,O,195,P3,NaN
-0.34855,0,1.3403,C80,171,P2,NaN
-0.13674,0,0.9183,C80,67,P2,NaN
-0.96722,0,0.93066,C80,341,P2,NaN
-0.52891,0,0.86979,C80,113,P2,NaN
-0.24791,0,0.74887,C80,148,P2,NaN
-0.50923,0,1.1764,C80,254,P2,NaN
-0.362600000000001,0,1.6531,O,31,P2,NaN
-0.651020000000001,0,1.5113,O,165,P2,NaN
-0.0752829999999994,0,1.3828,O,279,P2,NaN
-0.642870000000001,0,1.8507,O,308,P2,NaN
-0.96971,0,1.727,O,159,P2,NaN
-0.868009999999999,0,1.5198,O,21,P2,NaN
-0.89537,0,0.54129,C80,48,P2,NaN
-0.25157,0,-0.46993,C80,117,P2,NaN
-0.32879,0,-0.0171280000000002,C80,143,P2,NaN
-0.35693,0,0.41187,C80,324,P2,NaN
-0.89335,0,-0.41496,C80,345,P2,NaN
-0.58616,0,-0.42888,C80,353,P2,NaN
-0.87992,0,0.35207,O,325,P2,NaN
-0.91968,0,0.20692,O,124,P2,NaN
-0.52385,0,-0.0495830000000001,O,303,P2,NaN
