X,Y,Z,Prefab,Rotation,Projector,Filler
-0.442410000000001,0,1.6153,C10,90,P3,NaN
-0.35312,0,0.85662,C10,263,P3,NaN
-0.21679,0,0.73676,C10,204,P3,NaN
-0.59431,0,0.6527,C10,206,P3,NaN
-0.8673,0,0.77604,C10,267,P3,NaN
-0.322529999999999,0,1.2824,C10,112,P3,NaN
-0.78747,0,1.4198,C10,156,P3,NaN
-0.460289999999999,0,1.0292,C10,305,P3,NaN
-0.16928,0,0.87935,C10,334,P3,NaN
-0.60379,0,1.5424,O,357,P3,NaN
-0.95458,0,1.558,O,134,P3,NaN
-0.59997,0,1.3558,O,65,P3,NaN
-0.58231,0,0.2611,C10,359,P3,NaN
-0.89129,0,0.1888,C10,131,P3,NaN
-0.25494,0,0.4059,C10,354,P3,NaN
-0.81527,0,-0.54378,C10,198,P3,NaN
-0.41265,0,0.31188,C10,33,P3,NaN
-0.20042,0,-0.15251,C10,0,P3,NaN
-0.47474,0,-0.16892,C10,158,P3,NaN
-0.62237,0,0.0383869999999998,C10,182,P3,NaN
-0.21416,0,-0.42559,C10,167,P3,NaN
-0.58375,0,-0.4871,O,119,P3,NaN
-0.93032,0,-0.22203,O,92,P3,NaN
-0.20376,0,-0.59266,O,91,P3,NaN
-0.53372,0,-1.3807,C10,245,P3,NaN
-0.78398,0,-1.3136,C10,291,P3,NaN
-0.21945,0,-1.3583,C10,158,P3,NaN
-0.84578,0,-1.5528,C10,280,P3,NaN
-0.63352,0,-1.0892,C10,129,P3,NaN
-0.86051,0,-1.1484,C10,357,P3,NaN
-0.12522,0,-1.818,C10,228,P3,NaN
-0.98895,0,-1.8655,C10,40,P3,NaN
-0.89933,0,-1.7156,C10,81,P3,NaN
-0.38397,0,-0.98567,O,30,P3,NaN
-0.10318,0,-1.6675,O,60,P3,NaN
-1.0264,0,-0.84029,O,132,P3,NaN
0.39006,0,-1.0449,C10,0,P3,NaN
0.76813,0,-1.3099,C10,285,P3,NaN
0.13457,0,-1.1272,C10,180,P3,NaN
0.93607,0,-1.7718,C10,359,P3,NaN
0.54023,0,-1.2644,C10,120,P3,NaN
0.27845,0,-0.80238,C10,86,P3,NaN
0.10665,0,-1.8086,C10,3,P3,NaN
0.66262,0,-1.0606,C10,169,P3,NaN
0.24621,0,-1.4473,C10,201,P3,NaN
1.0003,0,-1.4123,O,219,P3,NaN
0.51702,0,-1.8606,O,88,P3,NaN
0.6763,0,-1.91,O,214,P3,NaN
0.40416,0,-0.12804,C10,48,P3,NaN
0.94572,0,0.29048,C10,354,P3,NaN
1.0169,0,-0.34502,C10,355,P3,NaN
0.0950250000000001,0,-0.23326,C10,333,P3,NaN
0.54535,0,-0.19719,C10,30,P3,NaN
0.39338,0,0.2898,C10,90,P3,NaN
0.47077,0,-0.33554,C10,219,P3,NaN
0.40686,0,0.45326,C10,351,P3,NaN
0.41025,0,0.0893410000000001,C10,220,P3,NaN
0.25295,0,-0.22469,O,229,P3,NaN
0.33451,0,-0.53399,O,302,P3,NaN
0.17483,0,0.39291,O,213,P3,NaN
0.91289,0,0.90035,C10,149,P3,NaN
0.6493,0,1.5048,C10,58,P3,NaN
0.67096,0,0.90551,C10,31,P3,NaN
0.92852,0,1.4018,C10,236,P3,NaN
0.53869,0,0.82589,C10,32,P3,NaN
0.9842,0,1.0434,C10,47,P3,NaN
0.22442,0,1.2495,C10,282,P3,NaN
0.6355,0,1.2795,C10,237,P3,NaN
0.99933,0,0.72827,C10,9,P3,NaN
0.28863,0,1.0408,O,274,P3,NaN
0.78499,0,0.65485,O,209,P3,NaN
1.006,0,1.2559,O,197,P3,NaN
-0.942740000000001,0,1.5264,C10,207,P2,NaN
-0.62828,0,1.1915,C10,353,P2,NaN
-0.87092,0,0.87407,C10,14,P2,NaN
-0.12093,0,1.7124,C10,131,P2,NaN
-0.47301,0,0.86207,C10,286,P2,NaN
-0.286540000000001,0,1.7092,C10,182,P2,NaN
-0.0895350000000009,0,1.5163,C10,16,P2,NaN
-1.0221,0,0.91715,C10,43,P2,NaN
-0.65115,0,0.74404,C10,315,P2,NaN
-0.41512,0,1.2083,O,349,P2,NaN
-0.526,0,1.5601,O,115,P2,NaN
-0.1632,0,0.90568,O,210,P2,NaN
-0.87165,0,-0.00517940000000021,C10,205,P2,NaN
-0.66529,0,-0.1775,C10,114,P2,NaN
-0.86607,0,-0.2039,C10,271,P2,NaN
-0.12205,0,0.071501,C10,264,P2,NaN
-0.91639,0,0.3238,C10,314,P2,NaN
-0.25509,0,-0.0751170000000001,C10,185,P2,NaN
-0.25223,0,0.48939,C10,320,P2,NaN
-0.43389,0,-0.53982,C10,112,P2,NaN
-0.18748,0,-0.26868,C10,101,P2,NaN
-0.36572,0,-0.32571,O,321,P2,NaN
-0.12664,0,0.38088,O,119,P2,NaN
-0.75272,0,0.35087,O,354,P2,NaN
-0.86121,0,-1.302,C10,266,P2,NaN
-0.88115,0,-0.9137,C10,99,P2,NaN
-0.62979,0,-1.0667,C10,332,P2,NaN
-0.89494,0,-1.8477,C10,190,P2,NaN
-0.71504,0,-1.5567,C10,312,P2,NaN
-0.84234,0,-1.6468,C10,336,P2,NaN
-0.0909140000000001,0,-1.1259,C10,357,P2,NaN
-0.29804,0,-1.3652,C10,284,P2,NaN
-0.47561,0,-1.1416,C10,351,P2,NaN
-0.88302,0,-1.4564,O,342,P2,NaN
-0.18235,0,-1.7545,O,165,P2,NaN
-0.31669,0,-0.86066,O,33,P2,NaN
0.0925280000000003,0,-1.1758,C10,357,P2,NaN
0.495,0,-1.1056,C10,261,P2,NaN
0.50123,0,-1.6131,C10,54,P2,NaN
0.11676,0,-1.4919,C10,303,P2,NaN
0.21555,0,-1.7731,C10,67,P2,NaN
0.90236,0,-1.6085,C10,145,P2,NaN
0.33446,0,-1.2205,C10,296,P2,NaN
0.970730000000001,0,-1.8344,C10,289,P2,NaN
0.82524,0,-1.2961,C10,214,P2,NaN
0.74508,0,-1.8482,O,254,P2,NaN
0.67394,0,-1.5157,O,170,P2,NaN
0.665,0,-1.1679,O,52,P2,NaN
0.71369,0,-0.0641489999999999,C10,328,P2,NaN
0.19915,0,0.28383,C10,262,P2,NaN
0.19935,0,0.49188,C10,44,P2,NaN
0.58143,0,-0.39036,C10,129,P2,NaN
0.30015,0,-0.31498,C10,144,P2,NaN
0.85548,0,0.55489,C10,37,P2,NaN
0.50845,0,0.23335,C10,59,P2,NaN
0.99654,0,-0.23875,C10,341,P2,NaN
0.78846,0,0.19025,C10,233,P2,NaN
0.25581,0,-0.074203,O,29,P2,NaN
0.22852,0,-0.49992,O,177,P2,NaN
0.99049,0,-0.51827,O,311,P2,NaN
0.42066,0,1.0425,C10,9,P2,NaN
0.35133,0,1.65,C10,307,P2,NaN
0.96056,0,0.84918,C10,185,P2,NaN
0.43009,0,0.78931,C10,336,P2,NaN
0.49125,0,1.5143,C10,270,P2,NaN
0.79334,0,1.7801,C10,58,P2,NaN
0.2,0,1.4767,C10,324,P2,NaN
0.91456,0,1.5527,C10,149,P2,NaN
0.29633,0,0.91228,C10,329,P2,NaN
0.58538,0,1.0555,O,331,P2,NaN
0.46878,0,1.7707,O,233,P2,NaN
0.0991649999999998,0,0.87435,O,0,P2,NaN
-0.674920000000001,0,1.3948,C10,319,P1,NaN
-0.553030000000001,0,1.1997,C10,289,P1,NaN
