X,Y,Z,Prefab,Rotation,Projector,Filler
0.62669,0,-1.6279,C10,93,P1,NaN
0.90758,0,-0.80941,C10,256,P1,NaN
0.61731,0,-0.77442,C10,224,P1,NaN
0.32082,0,-1.7066,C10,103,P1,NaN
0.21882,0,-0.63865,C10,266,P1,NaN
0.42605,0,-0.7365,C10,259,P1,NaN
0.72111,0,-1.4149,O,18,P1,NaN
0.081243,0,-0.71443,O,157,P1,NaN
0.2381,0,-1.2168,O,309,P1,NaN
0.416,0,-1.399,O,257,P1,NaN
0.83875,0,-1.5343,O,71,P1,NaN
0.29153,0,-0.83049,O,357,P1,NaN
0.97019,0,0.015772,C10,227,P1,NaN
0.15923,0,0.34273,C10,313,P1,NaN
0.43322,0,0.5878,C10,54,P1,NaN
0.62688,0,-0.25087,C10,251,P1,NaN
0.4835,0,0.24186,C10,213,P1,NaN
0.15313,0,0.60111,C10,56,P1,NaN
0.44483,0,-0.26619,O,193,P1,NaN
0.14742,0,0.0090451,O,70,P1,NaN
0.92784,0,0.34462,O,267,P1,NaN
0.63405,0,0.40577,O,105,P1,NaN
0.31216,0,-0.37224,O,345,P1,NaN
0.32525,0,0.25269,O,293,P1,NaN
0.75514,0,1.8793,C10,81,P1,NaN
0.33872,0,1.1954,C10,74,P1,NaN
0.82626,0,0.80912,C10,339,P1,NaN
0.14213,0,1.9015,C10,19,P1,NaN
0.10689,0,1.3231,C10,293,P1,NaN
0.74014,0,1.3644,C10,5,P1,NaN
0.7684,0,1.6862,O,31,P1,NaN
1.0074,0,1.533,O,258,P1,NaN
0.50785,0,1.0801,O,354,P1,NaN
0.44989,0,1.9191,O,209,P1,NaN
0.89293,0,1.1531,O,19,P1,NaN
0.90823,0,1.816,O,235,P1,NaN
-0.26017,0,1.743,C10,120,P1,NaN
-0.30766,0,1.4238,C10,71,P1,NaN
-0.64157,0,1.8278,C10,39,P1,NaN
-0.13134,0,0.8985,C10,193,P1,NaN
-0.8057,0,1.4553,C10,3,P1,NaN
-0.54145,0,1.1844,C10,25,P1,NaN
-0.88628,0,1.6734,O,100,P1,NaN
-0.66063,0,1.4091,O,355,P1,NaN
-0.64975,0,0.97798,O,140,P1,NaN
-0.33067,0,0.96475,O,213,P1,NaN
-1.0138,0,1.9101,O,212,P1,NaN
-0.10859,0,1.7664,O,121,P1,NaN
-0.90208,0,0.16752,C10,231,P1,NaN
-0.56399,0,0.18423,C10,56,P1,NaN
-0.58479,0,-0.4383,C10,238,P1,NaN
-0.88434,0,0.54878,C10,259,P1,NaN
-0.98909,0,-0.06516,C10,95,P1,NaN
-0.80886,0,-0.2938,C10,164,P1,NaN
-0.57061,0,0.44611,O,301,P1,NaN
-0.35293,0,0.10004,O,188,P1,NaN
-0.11126,0,0.12296,O,302,P1,NaN
-0.51685,0,-0.26099,O,251,P1,NaN
-0.38619,0,0.48116,O,71,P1,NaN
-0.63515,0,0.60357,O,17,P1,NaN
-0.85849,0,-1.022,C10,301,P1,NaN
-0.47166,0,-1.0466,C10,35,P1,NaN
-0.089167,0,-1.6884,C10,172,P1,NaN
-0.71954,0,-1.4183,C10,59,P1,NaN
-0.29127,0,-1.1873,C10,117,P1,NaN
-0.13952,0,-0.76984,C10,36,P1,NaN
-0.58157,0,-1.2073,O,357,P1,NaN
-0.86149,0,-1.5303,O,322,P1,NaN
-0.89321,0,-0.78753,O,135,P1,NaN
-0.37987,0,-0.7989,O,11,P1,NaN
-0.29718,0,-1.3996,O,119,P1,NaN
-0.57162,0,-0.61797,O,144,P1,NaN
0.82767,0,-1.7161,C10,314,P2,NaN
0.79288,0,-1.1262,C10,183,P2,NaN
0.82212,0,-0.92995,C10,115,P2,NaN
0.9092,0,-1.2422,C10,255,P2,NaN
0.3862,0,-1.8239,C10,160,P2,NaN
0.46283,0,-0.92748,C10,359,P2,NaN
0.26392,0,-1.3572,O,79,P2,NaN
0.95757,0,-1.6258,O,130,P2,NaN
0.36863,0,-1.5913,O,340,P2,NaN
0.65336,0,-1.4117,O,222,P2,NaN
0.85046,0,-1.499,O,239,P2,NaN
0.59091,0,-1.2365,O,171,P2,NaN
0.44862,0,0.035421,C10,159,P2,NaN
0.26441,0,0.35091,C10,155,P2,NaN
0.7636,0,-0.49147,C10,39,P2,NaN
0.33932,0,-0.11772,C10,195,P2,NaN
0.93128,0,0.035753,C10,314,P2,NaN
0.91757,0,0.27101,C10,294,P2,NaN
0.46547,0,0.18716,O,167,P2,NaN
0.45016,0,0.37868,O,186,P2,NaN
0.68035,0,-0.051052,O,165,P2,NaN
0.27018,0,0.19685,O,70,P2,NaN
0.72297,0,-0.2908,O,310,P2,NaN
0.64461,0,0.18781,O,7,P2,NaN
0.59628,0,1.1452,C10,124,P2,NaN
0.34235,0,1.0739,C10,96,P2,NaN
0.92431,0,1.6502,C10,53,P2,NaN
0.65385,0,1.4909,C10,343,P2,NaN
0.21948,0,0.75936,C10,115,P2,NaN
0.92651,0,1.3404,C10,304,P2,NaN
0.48424,0,0.79609,O,238,P2,NaN
0.40246,0,1.5406,O,121,P2,NaN
0.43705,0,1.2646,O,14,P2,NaN
0.86131,0,0.925,O,183,P2,NaN
0.21928,0,1.6749,O,220,P2,NaN
0.15906,0,1.4981,O,240,P2,NaN
