X,Y,Z,Prefab,Rotation,Projector,Filler
-0.944150000000001,0,1.4289,C80,152,P3,NaN
-0.54486,0,1.6368,C80,167,P3,NaN
-0.2408,0,1.3082,C80,131,P3,NaN
-0.61649,0,1.4494,O,144,P3,NaN
-0.26371,0,1.6484,O,357,P3,NaN
-0.765030000000001,0,0.778239999999999,O,264,P3,NaN
-0.38016,0,0.86506,O,315,P3,NaN
-0.373480000000001,0,1.3907,O,247,P3,NaN
-0.234010000000001,0,1.0867,O,301,P3,NaN
-0.97746,0,1.1713,O,9,P3,NaN
-0.90326,0,0.95664,O,105,P3,NaN
-0.4851,0,0.6265,O,38,P3,NaN
-0.64398,0,-0.42208,C80,204,P3,NaN
-0.12885,0,-0.27392,C80,64,P3,NaN
-0.51281,0,0.0618690000000001,C80,200,P3,NaN
-0.10797,0,0.081593,O,273,P3,NaN
-0.88071,0,0.0117300000000002,O,177,P3,NaN
-1.0135,0,-0.64709,O,111,P3,NaN
-0.1042,0,-0.48948,O,270,P3,NaN
-0.35753,0,-0.44798,O,327,P3,NaN
-0.24146,0,0.20855,O,245,P3,NaN
-0.30565,0,0.027064,O,76,P3,NaN
-0.46102,0,-0.097649,O,132,P3,NaN
-0.39162,0,0.19901,O,305,P3,NaN
-0.55013,0,-1.4801,C80,287,P3,NaN
-0.298359999999999,0,-1.719,C80,260,P3,NaN
-0.51272,0,-1.2041,C80,150,P3,NaN
-0.707459999999999,0,-1.6323,O,310,P3,NaN
-0.16514,0,-0.91564,O,357,P3,NaN
-0.67293,0,-1.8621,O,262,P3,NaN
-0.80815,0,-0.85686,O,71,P3,NaN
-0.85711,0,-1.7172,O,112,P3,NaN
-1.0121,0,-1.2975,O,21,P3,NaN
-0.88197,0,-1.1394,O,274,P3,NaN
-0.53465,0,-1.7634,O,263,P3,NaN
-0.37705,0,-0.98055,O,275,P3,NaN
0.970200000000001,0,-1.5,C80,43,P3,NaN
0.4051,0,-1.0277,C80,213,P3,NaN
0.86879,0,-1.0631,C80,293,P3,NaN
0.46342,0,-1.311,O,280,P3,NaN
0.198230000000001,0,-1.7456,O,351,P3,NaN
0.20102,0,-0.94838,O,204,P3,NaN
0.12655,0,-1.4522,O,102,P3,NaN
0.98654,0,-0.86636,O,282,P3,NaN
1.024,0,-1.8444,O,157,P3,NaN
0.21106,0,-1.1176,O,150,P3,NaN
0.83595,0,-1.3106,O,28,P3,NaN
0.57967,0,-1.7574,O,174,P3,NaN
0.48948,0,-0.35925,C80,275,P3,NaN
0.19207,0,0.42923,C80,316,P3,NaN
0.34337,0,-0.0306399999999999,C80,102,P3,NaN
0.11739,0,-0.41918,O,171,P3,NaN
0.48187,0,0.0426270000000001,O,58,P3,NaN
0.56419,0,0.44117,O,214,P3,NaN
0.68003,0,0.23892,O,102,P3,NaN
0.98538,0,0.44464,O,14,P3,NaN
0.13319,0,-0.12055,O,87,P3,NaN
0.24682,0,-0.61402,O,176,P3,NaN
0.95387,0,-0.00252439999999983,O,245,P3,NaN
0.21669,0,0.062004,O,219,P3,NaN
0.30408,0,1.214,C80,17,P3,NaN
0.56387,0,0.78751,C80,254,P3,NaN
0.79523,0,1.0873,C80,31,P3,NaN
0.13713,0,0.99666,O,134,P3,NaN
0.68801,0,1.3313,O,53,P3,NaN
0.90238,0,0.86925,O,13,P3,NaN
0.58206,0,1.2174,O,260,P3,NaN
0.69159,0,1.5205,O,289,P3,NaN
0.38797,0,1.4204,O,313,P3,NaN
0.28676,0,1.6106,O,119,P3,NaN
0.44186,0,1.7149,O,118,P3,NaN
0.20057,0,0.61507,O,27,P3,NaN
-0.88861,0,0.75253,C80,184,P2,NaN
-0.976160000000001,0,1.5258,C80,336,P2,NaN
-0.51076,0,0.78825,C80,54,P2,NaN
-0.48801,0,0.972,O,199,P2,NaN
-0.70246,0,1.2501,O,78,P2,NaN
-0.10752,0,1.2551,O,27,P2,NaN
-0.68593,0,1.5938,O,216,P2,NaN
-0.891620000000001,0,1.6765,O,24,P2,NaN
-0.85688,0,1.2398,O,236,P2,NaN
-1.0012,0,1.3499,O,344,P2,NaN
-0.15961,0,1.8732,O,82,P2,NaN
-0.3809,0,1.41,O,305,P2,NaN
-0.29901,0,0.30963,C80,288,P2,NaN
-0.66495,0,-0.52961,C80,194,P2,NaN
-0.74636,0,0.51368,C80,15,P2,NaN
-0.51768,0,-0.17153,O,259,P2,NaN
-0.97955,0,0.29889,O,170,P2,NaN
-0.50233,0,0.0286929999999999,O,198,P2,NaN
-0.53813,0,-0.32415,O,6,P2,NaN
-0.49206,0,0.36125,O,182,P2,NaN
-0.95905,0,-0.1452,O,98,P2,NaN
-1.0138,0,0.57005,O,236,P2,NaN
-0.3623,0,-0.55298,O,150,P2,NaN
-0.21882,0,-0.19296,O,315,P2,NaN
-0.59303,0,-1.2176,C80,357,P2,NaN
-0.97748,0,-0.97643,C80,144,P2,NaN
-0.34746,0,-0.80821,C80,271,P2,NaN
-0.64625,0,-1.6817,O,34,P2,NaN
-0.20364,0,-1.0711,O,115,P2,NaN
-0.43556,0,-1.1514,O,221,P2,NaN
-0.91667,0,-1.8316,O,13,P2,NaN
-0.18728,0,-1.2514,O,116,P2,NaN
-0.20799,0,-1.6557,O,51,P2,NaN
-0.74867,0,-0.98818,O,28,P2,NaN
-0.43509,0,-1.4226,O,65,P2,NaN
-0.58568,0,-1.8419,O,168,P2,NaN
0.89917,0,-1.6211,C80,200,P2,NaN
0.82643,0,-1.0812,C80,152,P2,NaN
0.21442,0,-1.5683,C80,288,P2,NaN
0.38733,0,-1.2987,O,32,P2,NaN
0.0750100000000001,0,-1.0661,O,251,P2,NaN
0.7293,0,-1.6711,O,41,P2,NaN
0.35594,0,-1.8063,O,50,P2,NaN
0.57381,0,-0.98794,O,277,P2,NaN
0.26435,0,-0.88796,O,344,P2,NaN
0.81979,0,-0.90994,O,97,P2,NaN
0.30535,0,-0.74231,O,113,P2,NaN
0.64469,0,-1.201,O,227,P2,NaN
0.99649,0,-0.36106,C80,336,P2,NaN
0.78623,0,-0.21664,C80,164,P2,NaN
0.5654,0,0.22031,C80,344,P2,NaN
0.61213,0,-0.38013,O,211,P2,NaN
0.35318,0,0.21399,O,45,P2,NaN
0.90388,0,-0.0444819999999998,O,116,P2,NaN
0.33766,0,-0.36214,O,54,P2,NaN
0.17663,0,-0.37691,O,233,P2,NaN
0.22459,0,0.42079,O,309,P2,NaN
0.2328,0,0.12302,O,353,P2,NaN
0.0944109999999999,0,0.55502,O,23,P2,NaN
0.22744,0,-0.52949,O,246,P2,NaN
0.27964,0,1.4183,C80,99,P2,NaN
0.71673,0,1.333,C80,26,P2,NaN
0.86844,0,1.6035,C80,179,P2,NaN
0.51885,0,1.7171,O,177,P2,NaN
0.9611,0,1.8717,O,159,P2,NaN
0.45109,0,0.89165,O,222,P2,NaN
0.95799,0,1.2621,O,334,P2,NaN
