X,Y,Z,Prefab,Rotation,Projector,Filler
0.48438,0,-0.87754,C80,75,P1,NaN
0.22157,0,-0.86151,C80,143,P1,NaN
0.76389,0,-1.3455,C80,192,P1,NaN
0.14532,0,-1.2916,O,21,P1,NaN
0.2918,0,-1.6704,O,286,P1,NaN
0.82728,0,-0.85325,O,179,P1,NaN
0.45703,0,-1.1087,O,133,P1,NaN
0.99841,0,-1.1281,O,224,P1,NaN
0.14249,0,-0.66018,O,159,P1,NaN
0.91606,0,-0.69764,O,253,P1,NaN
0.77453,0,-1.5341,O,21,P1,NaN
0.57308,0,-1.5065,O,70,P1,NaN
0.997,0,0.051329,C80,324,P1,NaN
0.45778,0,0.3029,C80,202,P1,NaN
0.51859,0,-0.32178,C80,86,P1,NaN
0.92534,0,0.60834,O,200,P1,NaN
0.36048,0,-0.15072,O,347,P1,NaN
0.62383,0,0.62473,O,87,P1,NaN
0.95354,0,-0.44795,O,5,P1,NaN
0.10005,0,-0.12566,O,158,P1,NaN
0.94547,0,-0.14233,O,12,P1,NaN
0.19625,0,0.21427,O,197,P1,NaN
0.77988,0,-0.44426,O,218,P1,NaN
0.29018,0,-0.41355,O,136,P1,NaN
0.53579,0,0.99292,C80,305,P1,NaN
0.60204,0,1.6128,C80,267,P1,NaN
0.33965,0,1.0602,C80,202,P1,NaN
0.94293,0,0.8954,O,94,P1,NaN
0.9321,0,1.2376,O,52,P1,NaN
0.98991,0,1.6321,O,19,P1,NaN
0.37629,0,1.7212,O,106,P1,NaN
0.075788,0,1.8534,O,143,P1,NaN
0.94087,0,1.8355,O,206,P1,NaN
0.53296,0,1.1464,O,355,P1,NaN
0.30693,0,1.4543,O,99,P1,NaN
0.65414,0,1.2841,O,360,P1,NaN
-0.57299,0,1.3328,C80,215,P1,NaN
-0.67555,0,1.7299,C80,174,P1,NaN
-0.27221,0,1.6971,C80,351,P1,NaN
-0.17076,0,1.3226,O,343,P1,NaN
-0.87532,0,1.0335,O,159,P1,NaN
-0.83064,0,1.5797,O,120,P1,NaN
-0.41954,0,1.8902,O,179,P1,NaN
-0.97756,0,0.86605,O,208,P1,NaN
-0.94704,0,1.456,O,347,P1,NaN
-0.51234,0,0.86984,O,349,P1,NaN
-0.81042,0,0.8715,O,354,P1,NaN
-0.89301,0,1.2981,O,158,P1,NaN
-0.12273,0,0.030493,C80,299,P1,NaN
-0.93533,0,-0.12616,C80,185,P1,NaN
-0.48656,0,-0.41805,C80,210,P1,NaN
-0.35206,0,0.62791,O,165,P1,NaN
-0.64071,0,0.57661,O,171,P1,NaN
-0.81377,0,-0.36283,O,41,P1,NaN
-0.45086,0,0.49534,O,141,P1,NaN
-0.32155,0,-0.40728,O,155,P1,NaN
-0.65495,0,0.18743,O,81,P1,NaN
-0.087308,0,0.50719,O,135,P1,NaN
-1.0103,0,0.58014,O,127,P1,NaN
-0.97152,0,0.089228,O,333,P1,NaN
-1.004,0,-1.472,C80,235,P1,NaN
-0.31524,0,-1.2011,C80,22,P1,NaN
-0.55217,0,-0.86131,C80,1,P1,NaN
-0.34616,0,-0.70312,O,339,P1,NaN
-0.70962,0,-1.2993,O,332,P1,NaN
-0.92482,0,-1.0936,O,22,P1,NaN
-0.93223,0,-0.64362,O,162,P1,NaN
-1.0245,0,-1.2994,O,163,P1,NaN
-0.22852,0,-1.4947,O,222,P1,NaN
-0.33957,0,-0.9513,O,71,P1,NaN
-0.4806,0,-1.1465,O,297,P1,NaN
-0.13081,0,-0.65118,O,207,P1,NaN
0.53327,0,-1.371,C80,218,P2,NaN
0.96259,0,-1.5855,C80,56,P2,NaN
0.37603,0,-0.98633,C80,156,P2,NaN
0.82393,0,-1.3031,O,118,P2,NaN
0.6353,0,-1.7053,O,254,P2,NaN
0.15723,0,-1.5733,O,341,P2,NaN
0.52753,0,-1.5232,O,171,P2,NaN
0.93042,0,-0.89987,O,192,P2,NaN
0.54847,0,-0.83598,O,67,P2,NaN
0.96992,0,-1.3848,O,349,P2,NaN
0.71384,0,-1.8699,O,201,P2,NaN
0.35506,0,-1.1411,O,358,P2,NaN
0.23382,0,-0.2567,C80,140,P2,NaN
0.96113,0,0.12399,C80,5,P2,NaN
0.37258,0,0.35241,C80,158,P2,NaN
0.49822,0,-0.028653,O,272,P2,NaN
0.54658,0,0.37641,O,61,P2,NaN
0.25383,0,0.049858,O,302,P2,NaN
0.60536,0,0.16617,O,98,P2,NaN
0.077062,0,0.30164,O,103,P2,NaN
0.10647,0,-0.41664,O,33,P2,NaN
0.33134,0,0.19987,O,207,P2,NaN
0.13946,0,0.46383,O,88,P2,NaN
0.55875,0,-0.47647,O,316,P2,NaN
0.26925,0,0.90689,C80,338,P2,NaN
0.072261,0,1.4086,C80,253,P2,NaN
0.49644,0,1.5154,C80,212,P2,NaN
0.96195,0,0.8504,O,211,P2,NaN
0.33213,0,1.3868,O,198,P2,NaN
0.4016,0,0.72712,O,163,P2,NaN
0.42725,0,1.6628,O,162,P2,NaN
0.94431,0,1.6955,O,262,P2,NaN
0.65706,0,1.4062,O,57,P2,NaN
0.94211,0,1.4239,O,74,P2,NaN
0.19871,0,1.2565,O,8,P2,NaN
0.73373,0,0.78995,O,319,P2,NaN
-0.1492,0,1.3268,C80,94,P2,NaN
-0.63711,0,1.1598,C80,69,P2,NaN
-0.79146,0,1.7908,C80,302,P2,NaN
-0.095767,0,0.77622,O,49,P2,NaN
-0.27039,0,1.7394,O,245,P2,NaN
-0.90742,0,1.4787,O,349,P2,NaN
-1.027,0,1.233,O,10,P2,NaN
-0.4053,0,1.4555,O,196,P2,NaN
-0.46931,0,0.90287,O,232,P2,NaN
-0.16209,0,1.5108,O,267,P2,NaN
-0.30053,0,0.74938,O,212,P2,NaN
-0.26158,0,0.98485,O,326,P2,NaN
-0.34587,0,0.48125,C80,334,P2,NaN
-0.87223,0,0.57053,C80,226,P2,NaN
-0.86146,0,0.27662,C80,327,P2,NaN
-0.77772,0,-0.27176,O,252,P2,NaN
-0.66011,0,-0.54152,O,8,P2,NaN
-0.51841,0,0.0061227,O,63,P2,NaN
-0.89149,0,-0.11266,O,161,P2,NaN
-0.19896,0,0.40932,O,15,P2,NaN
-0.11163,0,-0.52038,O,53,P2,NaN
-0.070707,0,-0.15446,O,251,P2,NaN
-0.25698,0,0.050943,O,214,P2,NaN
-0.39034,0,0.33101,O,180,P2,NaN
-0.90709,0,-1.7652,C80,266,P2,NaN
-0.27825,0,-1.3727,C80,109,P2,NaN
-0.71315,0,-1.5696,C80,125,P2,NaN
-0.56772,0,-0.81271,O,248,P2,NaN
-0.18563,0,-1.6376,O,13,P2,NaN
-0.63426,0,-1.1545,O,161,P2,NaN
-0.14285,0,-0.77752,O,141,P2,NaN
-0.72606,0,-0.76699,O,257,P2,NaN
-0.97418,0,-1.2881,O,161,P2,NaN
-0.94251,0,-1.5172,O,139,P2,NaN
-0.29952,0,-1.1263,O,225,P2,NaN
-0.80947,0,-0.96913,O,11,P2,NaN
0.78332,0,-1.3327,C80,129,P3,NaN
0.97617,0,-1.4496,C80,162,P3,NaN
0.58368,0,-1.1254,C80,282,P3,NaN
0.27944,0,-0.80083,O,117,P3,NaN
0.63541,0,-1.5482,O,349,P3,NaN
0.91184,0,-1.0487,O,138,P3,NaN
0.78603,0,-1.545,O,5,P3,NaN
0.9808,0,-1.7999,O,161,P3,NaN
0.31288,0,-1.6717,O,222,P3,NaN
0.49984,0,-0.93213,O,33,P3,NaN
0.21542,0,-0.96419,O,82,P3,NaN
0.39974,0,-1.8566,O,313,P3,NaN
0.12676,0,-0.27222,C80,143,P3,NaN
0.97925,0,-0.38834,C80,78,P3,NaN
0.62101,0,-0.57755,C80,216,P3,NaN
0.14553,0,-0.54034,O,228,P3,NaN
0.68611,0,-0.24479,O,324,P3,NaN
0.7455,0,0.064613,O,233,P3,NaN
0.14026,0,0.45907,O,177,P3,NaN
0.96913,0,0.37217,O,42,P3,NaN
1.0166,0,-0.1514,O,48,P3,NaN
0.4438,0,0.28396,O,30,P3,NaN
0.64882,0,0.32721,O,330,P3,NaN
0.46019,0,-0.61307,O,250,P3,NaN
0.38654,0,1.5185,C80,195,P3,NaN
0.99044,0,1.1208,C80,217,P3,NaN
0.07755,0,0.75965,C80,76,P3,NaN
0.8907,0,1.307,O,324,P3,NaN
0.28889,0,1.2783,O,202,P3,NaN
0.67505,0,1.6851,O,184,P3,NaN
0.72285,0,0.81687,O,41,P3,NaN
0.13515,0,1.0398,O,337,P3,NaN
0.34809,0,0.76704,O,32,P3,NaN
0.61005,0,0.675,O,66,P3,NaN
0.08723,0,1.2095,O,219,P3,NaN
0.4909,0,0.85425,O,33,P3,NaN
-0.46959,0,0.76168,C80,70,P3,NaN
-0.94442,0,1.7138,C80,20,P3,NaN
-0.094129,0,1.2647,C80,308,P3,NaN
-0.76754,0,1.6091,O,292,P3,NaN
-0.90395,0,1.3248,O,280,P3,NaN
-0.61037,0,1.4144,O,169,P3,NaN
-0.5313,0,0.94694,O,250,P3,NaN
-0.49192,0,1.1886,O,92,P3,NaN
-0.94597,0,1.5256,O,252,P3,NaN
-0.28792,0,0.85188,O,316,P3,NaN
-0.70333,0,0.631,O,229,P3,NaN
-0.75914,0,1.4405,O,149,P3,NaN
-0.15278,0,0.41545,C80,167,P3,NaN
-0.42346,0,0.40663,C80,7,P3,NaN
-0.20561,0,-0.43603,C80,22,P3,NaN
-0.99627,0,0.15232,O,38,P3,NaN
-0.44092,0,-0.20438,O,246,P3,NaN
-0.88773,0,-0.37794,O,277,P3,NaN
-1.0211,0,-0.65937,O,71,P3,NaN
-0.63157,0,-0.28424,O,19,P3,NaN
-0.33038,0,0.14741,O,204,P3,NaN
-0.74834,0,0.2058,O,213,P3,NaN
-0.61194,0,0.36901,O,335,P3,NaN
-0.40627,0,-0.050929,O,34,P3,NaN
-0.3715,0,-1.2642,C80,85,P3,NaN
-0.45221,0,-1.0135,C80,328,P3,NaN
-0.83894,0,-0.81305,C80,356,P3,NaN
-0.63061,0,-0.9551,O,237,P3,NaN
-0.60755,0,-1.4829,O,154,P3,NaN
-0.54381,0,-1.1818,O,305,P3,NaN
-0.40246,0,-1.9049,O,135,P3,NaN
-0.77209,0,-1.4054,O,95,P3,NaN
-1.0234,0,-0.83958,O,44,P3,NaN
-0.51838,0,-1.7462,O,359,P3,NaN
-0.8676,0,-0.96594,O,117,P3,NaN
-0.82651,0,-1.8275,O,221,P3,NaN
